index,Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Private Or Public,Industry,Sector,Revenue,Competitors
619,Data Scientist,$87K-$141K ,3,"Indigo Slate
3.0","Bellevue, WA","Bellevue, WA",51 to 200 employees,2006,Company - Private, Private,Consulting,Business Services,$10 to $25 million (USD),None
620,Data Scientist,$87K-$141K ,3.3,"Cubic
3.3",United States,"San Diego, CA",5001 to 10000 employees,1951,Company - Public, Public,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),"Accenture, Northrop Grumman, Xerox"
621,Data Scientist,$87K-$141K ,4,"Advanced Bio-Logic Solutions Corp
4.0","Thousand Oaks, CA","Westlake Village, CA",1 to 50 employees,None,Company - Private, Private,None,None,Less than $1 million (USD),None
622,Data Engineer,$87K-$141K ,3.5,"Alignment Healthcare
3.5","Orange, CA","Orange, CA",501 to 1000 employees,2013,Company - Private, Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,None
623,Data Scientist,$87K-$141K ,3.5,"WGSN
3.5","Baltimore, MD","New York, NY",1 to 50 employees,1998,Company - Private, Private,Consulting,Business Services,$50 to $100 million (USD),None
624,Data Scientist,$87K-$141K ,3.6,"ISYS Technologies, Inc.
3.6","Herndon, VA","Littleton, CO",51 to 200 employees,1990,Company - Private, Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),None
625,Data Scientist,$87K-$141K ,3,"TransVoyant
3.0","Alexandria, VA","Alexandria, VA",51 to 200 employees,2012,Company - Private, Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,None
626,Data Scientist/Data Analytics Practitioner,$87K-$141K ,4,"Noblis
4.0","Bridgeport, WV","Reston, VA",1001 to 5000 employees,1996,Nonprofit Organization,Non Profit,Consulting,Business Services,$100 to $500 million (USD),"Booz Allen Hamilton, SAIC, LMI"
627,Data Scientist,$87K-$141K ,4.6,"Murray Resources
4.6","The Woodlands, TX","Houston, TX",1 to 50 employees,1988,Company - Private, Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),None
628,Data Scientist,$87K-$141K ,4.3,"Geotab
4.3","Oakville, CA","Oakville, Canada",1001 to 5000 employees,2000,Company - Private, Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),None
629,Data Scientist,$87K-$141K ,4.7,"CRS Group
4.7","Chicago, IL","Itasca, IL",51 to 200 employees,1994,Company - Private, Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),None
630,Data Scientist,$87K-$141K ,3.7,"EGlobalTech
3.7","Arlington, VA","Vienna, VA",201 to 500 employees,2004,Company - Private, Private,IT Services,Information Technology,Unknown / Non-Applicable,None
631,"Data Scientist, Kinship - NYC/Portland",$92K-$155K ,3.9,"Mars
3.9","New York, NY","Mc Lean, VA",10000+ employees,1911,Company - Private, Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),None
632,Data Scientist,$92K-$155K ,4.9,"Avlino
4.9",New Jersey,"Holmdel, NJ",1 to 50 employees,2013,Company - Private, Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD),None
633,Data Scientist,$92K-$155K ,3,"Central Business Solutions, Inc
3.0","Seattle, WA","Fremont, CA",51 to 200 employees,None,Company - Private, Private,Consulting,Business Services,$5 to $10 million (USD),None
634,Data Scientist,$92K-$155K ,2.5,"KeHE Distributors
2.5","Naperville, IL","Naperville, IL",5001 to 10000 employees,1954,Company - Private, Private,Wholesale,Business Services,Unknown / Non-Applicable,"United Natural Foods, US Foods, DPI Specialty Foods"
635,Data Scientist,$92K-$155K ,3.5,"Blackstone Talent Group
3.5","San Francisco, CA","San Francisco, CA",51 to 200 employees,1998,Company - Private, Private,Consulting,Business Services,$25 to $50 million (USD),None
636,Data Scientist - TS/SCI Required,$92K-$155K ,5,"Phoenix Operations Group
5.0","Baltimore, MD","Woodbine, MD",1 to 50 employees,2011,Company - Private, Private,IT Services,Information Technology,$1 to $5 million (USD),None
637,Data Scientist,$92K-$155K ,0,Sophinea,"Chantilly, VA",None,1 to 50 employees,None,Unknown,Non Profit,None,None,Unknown / Non-Applicable,None
638,Senior Data Scientist,$92K-$155K ,3.5,"Maxar Technologies
3.5","Herndon, VA","Westminster, CO",5001 to 10000 employees,None,Company - Public, Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),None
639,Data Scientist,$92K-$155K ,3,"Moxie Software
3.0","Bellevue, WA","San Bruno, CA",51 to 200 employees,1999,Company - Private, Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"LivePerson, Salesforce, SAP"
640,Data Scientist(s)/Machine Learning Engineer,$92K-$155K ,5,"Blue Horizon Tek Solutions
5.0","New York, NY","Coconut Creek, FL",1 to 50 employees,1987,Company - Private, Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,None
641,Data Scientist,$92K-$155K ,4.7,"Unicom Technologies INC
4.7","Chicago, IL","Naperville, IL",51 to 200 employees,None,Company - Private, Private,IT Services,Information Technology,Unknown / Non-Applicable,None
642,Data Engineer,$92K-$155K ,3.3,"Americo Life
3.3","Kansas City, MO","Kansas City, MO",201 to 500 employees,1992,Company - Private, Private,Insurance Carriers,Insurance,$100 to $500 million (USD),None
643,Data Scientist,$92K-$155K ,3.3,"Tokio Marine HCC
3.3","Houston, TX","Houston, TX",1001 to 5000 employees,1974,Company - Private, Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,"Zurich Insurance, AXA XL, Allianz"
644,Data Scientist,$92K-$155K ,3.5,"CACI International
3.5","Chantilly, VA","Arlington, VA",10000+ employees,1962,Company - Public, Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),"CSC, ManTech, SAIC"
645,"AI/ML - Machine Learning Scientist, Siri Understanding",$92K-$155K ,4.1,"Apple
4.1","Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public, Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics"
646,Data Scientist,$92K-$155K ,3.5,"Maxar Technologies
3.5","Herndon, VA","Westminster, CO",5001 to 10000 employees,None,Company - Public, Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),None
647,ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,$92K-$155K ,3.9,"Southwest Research Institute
3.9","Oklahoma City, OK","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Non Profit,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International"
648,Data Scientist,$92K-$155K ,4.7,"Compass Consulting Group
4.7","Thousand Oaks, CA","Danville, CA",51 to 200 employees,2008,Company - Private, Private,Consulting,Business Services,Unknown / Non-Applicable,None
649,Data Science Software Engineer,$92K-$155K ,4.8,"Klaviyo
4.8","Boston, MA","Boston, MA",201 to 500 employees,2012,Company - Private, Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,None
650,"Scientist / Group Lead, Cancer Biology",$92K-$155K ,0,Monte Rosa Therapeutics,"Cambridge, MA",None,None,None,None,1,None,None,None,None
651,AI Ops Data Scientist,$92K-$155K ,4,"AstraZeneca
4.0","Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913,Company - Public, Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis"
652,Senior Data Scientist,$105K-$167K ,3.8,"GutCheck
3.8","Denver, CO","Denver, CO",51 to 200 employees,2009,Company - Private, Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),"Nielsen, Zappi, SurveyMonkey"
653,Sr. ML/Data Scientist - AI/NLP/Chatbot,$105K-$167K ,3.8,"Juniper Networks
3.8","Cupertino, CA","Sunnyvale, CA",5001 to 10000 employees,1996,Company - Public, Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),None
654,Data Scientist,$105K-$167K ,2.7,"Hexagon US Federal
2.7","Lexington Park, MD","Chantilly, VA",51 to 200 employees,2010,Company - Public, Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,None
655,Data Scientist,$105K-$167K ,4,"Comtech Global Inc
4.0","Washington, DC","Columbus, OH",51 to 200 employees,None,Company - Private, Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),None
656,Data Scientist,$105K-$167K ,0,Berico Technologies,"Fort Belvoir, VA",None,None,None,None,1,None,None,None,None
657,Data Scientist,$105K-$167K ,0,Kehe Food Distributors,"Naperville, IL",None,None,None,None,1,None,None,None,None
658,Data Scientist,$105K-$167K ,3.8,"Aveshka, Inc.
3.8","Washington, DC","Arlington, VA",51 to 200 employees,2010,Company - Public, Public,IT Services,Information Technology,$10 to $25 million (USD),None
659,Data Scientist,$105K-$167K ,3.2,"Perspecta
3.2","Adelphi, MD","Chantilly, VA",10000+ employees,2018,Company - Public, Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,None
660,Data Scientist,$105K-$167K ,0,Pactera Edge,"Redmond, WA",None,None,None,None,1,None,None,None,None
661,Data Scientist,$105K-$167K ,3.6,"Qurate Retail Group
3.6","West Chester, PA","West Chester, PA",10000+ employees,None,Company - Public, Public,Other Retail Stores,Retail,Unknown / Non-Applicable,None
662,Data Scientist,$105K-$167K ,4.4,"SolutionIT, Inc.
4.4","Edison, NJ","Wilmington, MA",51 to 200 employees,None,Company - Private, Private,None,None,Unknown / Non-Applicable,None
663,Data Scientist,$105K-$167K ,4.1,"A-Line Staffing Solutions
4.1","Durham, NC","Utica, MI",501 to 1000 employees,2004,Company - Private, Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,None
664,Data Scientist,$105K-$167K ,0,Clear Ridge Defense,"Quantico, VA","Baltimore, MD",1 to 50 employees,None,Company - Private, Private,None,None,Unknown / Non-Applicable,None
665,Data Scientist,$105K-$167K ,3.8,"Criterion Systems, Inc.
3.8","Vienna, VA","Vienna, VA",201 to 500 employees,2005,Company - Private, Private,IT Services,Information Technology,$50 to $100 million (USD),None
666,Data Scientist,$105K-$167K ,4,"Foundation Medicine
4.0","Boston, MA","Cambridge, MA",1001 to 5000 employees,2010,Company - Public, Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Genomic Health, Myriad Genetics, The Broad Institute"
667,Data Scientist,$105K-$167K ,3.6,"TRANZACT
3.6","Fort Lee, NJ","Fort Lee, NJ",1001 to 5000 employees,1989,Company - Private, Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,None
668,Data Scientist,$105K-$167K ,0,JKGT,"San Francisco, CA",None,None,None,None,1,None,None,None,None
669,Data Scientist,$105K-$167K ,0,AccessHope,"Irwindale, CA",None,None,None,None,1,None,None,None,None
670,Data Scientist,$105K-$167K ,5,"ChaTeck Incorporated
5.0","San Francisco, CA","Santa Clara, CA",1 to 50 employees,None,Company - Private, Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),None
671,Data Scientist,$105K-$167K ,2.7,"1-800-Flowers
2.7","New York, NY","Carle Place, NY",1001 to 5000 employees,1976,Company - Public, Public,Wholesale,Business Services,$1 to $2 billion (USD),None
